Longitude,Latitude,Depth,MD,Time
14.140200,40.829700,1.23,0.48,2022-11-15 00:41:27.22
14.141200,40.831501,1.07,0.48,2022-11-15 00:22:58.26
14.141700,40.830299,1.09,0.23,2022-11-15 00:22:33.99
14.140200,40.830502,1.06,0.09,2022-11-15 00:22:25.66
14.140800,40.827499,1.25,0.09,2022-11-14 22:30:36.14
14.140500,40.829700,1.15,0.09,2022-11-14 20:31:45.77
14.124300,40.827301,1.74,0.36,2022-11-14 01:22:37.39
14.140800,40.824200,1.07,0.36,2022-11-13 14:00:30.11
14.142500,40.825699,1.30,0.09,2022-11-13 13:52:24.92
14.144700,40.823200,0.99,0.09,2022-11-13 10:02:23.9
14.143200,40.825199,1.33,0.09,2022-11-13 10:00:12.98
14.159700,40.832699,1.69,1.58,2022-11-13 06:30:59.13
14.121700,40.826801,2.53,0.09,2022-11-13 06:13:55.26
14.160300,40.833199,1.50,0.09,2022-11-13 04:25:12.14
14.117200,40.809799,1.74,2.67,2022-11-12 21:37:54.76
14.144500,40.827999,2.33,0.36,2022-11-12 04:48:46.94
14.142200,40.829201,2.49,0.94,2022-11-12 04:48:21.02
14.113800,40.803699,2.92,0.48,2022-11-11 00:54:34.82
14.122700,40.834702,2.65,0.94,2022-11-11 00:51:46.95
14.118200,40.827301,2.13,0.23,2022-11-10 00:03:23.17
14.134500,40.827499,1.80,0.77,2022-11-09 04:35:29.19
14.138800,40.822201,0.99,0.48,2022-11-06 15:59:23.52
14.136800,40.822498,0.55,0.36,2022-11-06 13:54:57.28
14.137000,40.820999,0.58,0.23,2022-11-06 11:16:53.29
14.146000,40.821301,1.59,0.48,2022-11-06 07:15:56.92
14.135500,40.828800,1.46,0.58,2022-11-05 12:57:05.56
14.140200,40.826302,1.59,1.01,2022-11-05 11:50:50.08
14.143700,40.823700,0.96,0.58,2022-11-05 04:44:12.41
14.140200,40.828300,2.22,1.82,2022-11-04 22:14:28.31
14.140200,40.825699,0.87,1.08,2022-11-03 23:46:42.65
14.141800,40.824799,0.94,1.66,2022-11-03 23:03:03.8
14.140200,40.828701,1.59,0.09,2022-11-03 12:20:16.58
14.117700,40.827999,2.14,0.23,2022-11-03 04:33:33.57
14.132500,40.820301,1.16,0.23,2022-11-03 03:37:45.62
14.136000,40.827301,1.48,0.36,2022-11-03 01:23:56.27
14.134000,40.826500,1.22,0.23,2022-11-03 00:11:15.68
14.134500,40.827301,1.33,0.36,2022-11-03 00:06:02.61
14.134000,40.825500,1.18,0.36,2022-11-03 00:05:51.48
14.143300,40.831501,1.03,0.23,2022-11-02 21:03:10.62
14.140700,40.828999,1.50,0.09,2022-11-02 20:07:27.55
14.149700,40.826801,1.12,0.09,2022-11-02 12:46:28.93
14.146500,40.824299,1.58,0.09,2022-11-02 02:50:01.29
14.130700,40.816299,0.82,0.09,2022-11-01 04:39:01.54
14.114200,40.829300,2.06,0.68,2022-10-31 23:16:14.69
14.142300,40.826302,0.82,0.09,2022-10-31 19:07:22.76
14.140200,40.826199,0.69,0.36,2022-10-31 19:05:54.78
14.115500,40.801998,2.89,1.58,2022-10-31 13:36:33.12
14.140300,40.828701,2.42,0.86,2022-10-31 05:28:28.46
14.136000,40.820301,1.46,0.09,2022-10-31 01:16:03.05
14.137800,40.820301,1.47,0.36,2022-10-31 01:04:47.29
14.139700,40.823299,1.85,1.96,2022-10-31 01:02:45.62
14.119000,40.826500,2.17,0.23,2022-10-30 23:40:27.51
14.124700,40.832699,1.71,1.38,2022-10-30 12:25:09.08
14.127700,40.832699,0.92,0.36,2022-10-30 07:38:28.2
14.123800,40.831501,1.45,0.77,2022-10-30 06:39:23.24
14.128500,40.836700,1.66,0.77,2022-10-30 05:58:33.04
14.122800,40.831799,1.48,0.94,2022-10-30 05:53:08.99
14.125300,40.831501,2.35,1.01,2022-10-30 05:52:39.35
14.121300,40.822800,1.35,0.36,2022-10-30 02:22:24.91
14.116800,40.819000,1.34,1.15,2022-10-30 02:06:36.42
14.119300,40.825001,2.31,0.36,2022-10-30 00:12:50.66
14.119300,40.826199,2.44,0.23,2022-10-30 00:11:43.23
14.120300,40.825500,1.82,0.48,2022-10-30 00:08:37.29
14.131500,40.832199,1.83,0.36,2022-10-29 10:07:56.07
14.135200,40.831501,1.93,0.23,2022-10-29 10:00:04.14
14.116700,40.832001,2.74,0.58,2022-10-29 09:02:13.09
14.134000,40.826302,1.78,0.23,2022-10-29 08:49:13.51
14.148700,40.827000,1.20,0.36,2022-10-29 00:27:37.27
14.107700,40.810501,3.63,1.89,2022-10-28 22:52:12.71
14.150200,40.824699,0.88,0.23,2022-10-28 19:39:19.81
14.140200,40.835201,1.75,0.09,2022-10-28 19:36:03.36
14.138200,40.821701,1.49,0.09,2022-10-28 10:05:49.82
14.131200,40.828300,2.47,0.09,2022-10-28 09:42:06.51
14.121500,40.833000,2.71,2.28,2022-10-28 03:17:14.56
14.146500,40.827202,1.11,0.48,2022-10-28 01:56:14.81
14.144700,40.826500,1.13,0.36,2022-10-28 01:50:51.75
14.137300,40.828499,2.22,0.23,2022-10-28 01:10:59.86
14.145200,40.826000,1.17,0.09,2022-10-28 00:52:22.09
14.132500,40.821800,1.81,0.09,2022-10-28 00:50:27.47
14.148700,40.824699,0.89,0.23,2022-10-27 23:48:29.85
14.149300,40.824699,0.94,0.09,2022-10-27 23:46:03.63
14.137500,40.820301,1.75,0.09,2022-10-27 21:01:59.55
14.143700,40.824299,1.32,0.23,2022-10-27 18:47:11.11
14.143200,40.823299,1.39,0.09,2022-10-27 18:30:09
14.142500,40.827499,1.09,0.23,2022-10-27 15:37:16.73
14.141700,40.827702,1.08,0.23,2022-10-27 15:10:08.62
14.143200,40.828800,1.04,0.23,2022-10-27 15:09:53.38
14.123800,40.830200,2.83,0.48,2022-10-27 10:41:03.66
14.124800,40.830502,1.93,1.01,2022-10-27 09:13:37.7
14.129300,40.828800,2.83,0.94,2022-10-27 05:06:27.55
14.127800,40.829201,3.20,0.36,2022-10-27 05:06:04.52
14.124700,40.833500,2.69,0.48,2022-10-27 02:45:16.36
14.121700,40.827202,2.37,0.48,2022-10-27 02:10:51.85
14.137500,40.817699,3.44,0.09,2022-10-26 21:20:12.71
14.138300,40.825199,0.84,1.01,2022-10-26 19:19:48.17
14.121800,40.833302,1.60,0.36,2022-10-26 13:05:43.62
14.128200,40.835300,2.05,0.09,2022-10-19 19:43:28.19
14.141000,40.826000,0.79,0.23,2022-10-15 07:18:29.9
14.142200,40.829800,1.14,0.09,2022-10-15 06:20:29.35
14.141500,40.827801,1.50,0.09,2022-10-11 00:17:07.48
14.142300,40.836201,1.27,0.09,2022-10-09 17:55:17.81
14.140500,40.825500,0.86,1.43,2022-10-09 02:08:17.65
14.126200,40.826698,1.76,0.23,2022-10-08 02:54:56.65
14.150500,40.827202,0.92,0.09,2022-10-07 21:42:59.57
14.147700,40.827000,0.99,0.68,2022-10-07 21:42:41.98
14.148500,40.827202,0.88,0.09,2022-10-07 21:42:29.02
14.148700,40.827301,1.03,0.48,2022-10-07 21:42:15.05
14.088500,40.820801,2.82,0.58,2022-10-03 11:29:41.55
14.149000,40.810699,2.98,0.09,2022-09-30 18:06:42.28
14.134800,40.827702,1.23,0.48,2022-09-29 12:56:38.93
14.140000,40.826199,1.31,0.23,2022-09-27 00:25:10
14.138000,40.826302,1.21,0.36,2022-09-27 00:24:56.5
14.123700,40.828201,1.90,0.36,2022-09-23 09:32:11.27
14.143200,40.820000,0.27,0.36,2022-09-20 23:36:44.46
14.140500,40.825699,0.88,0.09,2022-09-20 00:27:04.78
14.149000,40.827999,2.13,0.48,2022-09-19 22:32:34.79
14.192700,40.813801,4.00,0.23,2022-09-19 06:37:42.95
14.141700,40.831501,1.34,0.09,2022-09-17 03:31:57.83
14.149700,40.829700,1.59,0.09,2022-09-16 22:57:12.86
14.136500,40.827202,1.07,0.23,2022-09-16 06:31:46.4
14.142000,40.827702,1.06,0.09,2022-09-15 13:13:42.79
14.140200,40.828499,1.21,1.15,2022-09-14 12:04:32.03
14.140200,40.828201,0.78,0.09,2022-09-14 06:34:24.61
14.132300,40.827801,1.15,0.09,2022-09-14 05:05:44.47
14.160000,40.812302,2.93,0.68,2022-09-13 23:53:30.13
14.153800,40.810699,2.86,0.09,2022-09-13 23:42:31.44
14.153700,40.811501,2.98,0.36,2022-09-13 23:41:40.07
14.153000,40.813301,2.52,0.23,2022-09-13 23:36:36.56
14.150300,40.807499,2.29,0.36,2022-09-12 12:23:44.23
14.163200,40.812000,0.84,0.58,2022-09-12 09:06:10.42
14.140800,40.826500,0.78,1.21,2022-09-11 23:14:46.05
14.153700,40.820202,2.99,0.36,2022-09-10 06:31:30.42
14.138200,40.826698,0.87,0.23,2022-09-10 04:10:54.95
14.143500,40.823700,1.02,0.09,2022-09-09 21:11:28.09
14.152800,40.826500,2.15,0.77,2022-09-07 20:43:01.3
14.151000,40.826000,2.17,0.94,2022-09-07 20:40:49.07
14.151700,40.827499,2.26,0.77,2022-09-07 20:37:29.92
14.154200,40.826801,1.88,1.21,2022-09-07 20:35:01.42
14.141200,40.826199,1.74,0.09,2022-09-06 04:42:38.82
14.124800,40.831299,1.81,0.09,2022-09-04 20:20:22.74
14.130700,40.828201,1.41,0.09,2022-09-04 19:13:03.79
14.137800,40.822701,1.97,0.48,2022-09-01 21:55:14.45
14.139000,40.827202,1.87,0.09,2022-09-01 20:23:38.99
14.147300,40.824200,1.60,0.48,2022-08-31 17:46:30.8
14.145300,40.824001,1.19,0.09,2022-08-30 06:39:35.79
14.151700,40.823502,1.63,0.23,2022-08-29 11:12:53.11
14.146700,40.825001,1.72,0.09,2022-08-29 10:55:30.69
14.140200,40.831501,2.14,0.36,2022-08-28 07:35:12.73
14.146000,40.827801,2.21,0.09,2022-08-28 07:29:43.61
14.145800,40.827000,2.03,0.36,2022-08-28 07:27:47.4
14.147500,40.827202,2.10,0.58,2022-08-28 07:16:59.63
14.148800,40.824200,2.10,0.48,2022-08-28 07:15:42.93
14.149300,40.826500,2.15,0.48,2022-08-28 07:07:45.12
14.144700,40.833000,1.68,1.27,2022-08-27 08:47:50.8
14.141700,40.825500,0.85,0.36,2022-08-23 00:00:58.67
14.142200,40.825298,1.30,0.36,2022-08-21 07:49:50.48
14.141000,40.827202,1.03,0.09,2022-08-19 11:14:25.4
14.146500,40.834999,1.65,0.23,2022-08-18 01:30:59.03
14.140200,40.833199,1.40,0.09,2022-08-15 08:24:45.63
14.140500,40.830200,0.97,0.94,2022-08-14 07:59:48.73
14.135500,40.822300,0.88,1.01,2022-08-14 00:01:49.65
14.135700,40.821701,1.27,0.58,2022-08-13 23:25:45.96
14.140700,40.828499,1.75,0.58,2022-08-13 23:16:00.21
14.137300,40.824001,1.66,1.08,2022-08-13 23:13:38.88
14.141000,40.823502,1.08,0.48,2022-08-13 15:06:58.93
14.146500,40.825298,0.99,0.58,2022-08-09 15:46:27.69
14.138200,40.821499,1.23,1.01,2022-08-08 10:23:01.81
14.140800,40.827499,1.21,0.23,2022-08-08 01:52:14.78
14.147000,40.816502,1.48,0.09,2022-08-07 19:35:02.13
14.138700,40.821201,1.19,0.36,2022-08-07 10:52:04.82
14.139000,40.820999,1.09,0.09,2022-08-07 10:51:43.5
14.100700,40.803699,2.53,0.86,2022-08-07 02:14:04.26
14.133800,40.831501,1.78,0.86,2022-08-06 03:29:59.7
14.151700,40.824699,1.57,0.36,2022-08-06 02:52:52.82
14.140700,40.826199,0.93,0.09,2022-08-06 00:03:40.65
14.140200,40.827499,2.26,0.09,2022-08-05 23:58:07.85
14.139700,40.820301,1.36,0.48,2022-08-05 00:31:16.61
14.144800,40.824799,1.80,1.01,2022-08-03 23:51:36.37
14.147000,40.827801,2.13,0.94,2022-08-03 23:50:43.93
14.136800,40.827301,1.30,0.23,2022-08-03 11:54:07.69
14.138000,40.821201,0.85,0.48,2022-08-03 03:49:45.67
14.143200,40.839500,0.87,0.36,2022-08-02 07:01:27.03
14.148200,40.827801,2.35,0.77,2022-08-02 05:41:15.2
14.155800,40.820301,2.70,1.21,2022-08-01 01:02:49.4
14.133500,40.828701,2.13,0.09,2022-07-31 08:55:39.01
14.142800,40.842999,1.33,1.08,2022-07-30 13:45:07.51
14.142700,40.841999,1.34,1.53,2022-07-30 13:23:46.52
14.142800,40.839298,1.12,0.36,2022-07-30 13:23:20.44
14.142500,40.825802,1.53,0.09,2022-07-30 03:58:41.03
14.144500,40.826698,1.40,0.23,2022-07-30 03:34:59.31
14.141700,40.825199,1.26,0.09,2022-07-30 03:34:44.17
14.138500,40.831501,1.77,0.36,2022-07-30 03:34:00.24
14.140200,40.827301,1.80,2.51,2022-07-30 03:27:48.93
14.139200,40.829201,1.03,0.09,2022-07-29 23:03:30.92
14.140200,40.828701,1.00,0.36,2022-07-29 23:01:56.43
14.140200,40.827301,1.75,0.09,2022-07-29 14:30:07.19
14.129300,40.822800,2.48,0.23,2022-07-28 23:32:04.34
14.124700,40.826302,0.79,0.23,2022-07-28 22:53:41.24
14.129200,40.822800,1.79,0.09,2022-07-28 22:37:51.2
14.142500,40.826801,2.07,0.23,2022-07-28 18:58:07.75
14.125800,40.835499,1.68,0.09,2022-07-27 00:30:35.11
14.134300,40.820702,1.82,0.23,2022-07-27 00:15:34.3
14.147000,40.824799,1.05,0.48,2022-07-24 22:04:52.96
14.142500,40.825802,1.49,0.36,2022-07-22 06:44:41
14.141500,40.826302,1.50,0.48,2022-07-22 06:40:24.09
14.141500,40.826000,1.20,0.09,2022-07-22 06:38:45.77
14.142000,40.826199,1.28,0.36,2022-07-22 06:38:34.7
14.137200,40.822800,1.23,0.23,2022-07-22 06:37:20.55
14.146000,40.826302,1.52,0.23,2022-07-22 06:34:40.3
14.140700,40.826199,0.95,0.23,2022-07-07 23:40:06.51
14.136300,40.828800,2.44,0.36,2022-07-03 16:04:05.4
14.132700,40.828701,2.36,1.33,2022-07-03 15:41:11.47
14.135700,40.836201,2.42,0.09,2022-07-03 15:37:28.58
14.131700,40.828499,1.77,0.68,2022-07-03 15:36:09.98
14.133300,40.829700,1.77,0.77,2022-07-03 15:35:50.37
14.132500,40.831501,1.91,0.68,2022-07-03 15:35:31.12
14.132000,40.828300,2.44,0.94,2022-07-03 15:31:32.57
14.141300,40.828300,1.18,0.23,2022-07-01 13:18:31.7
14.142000,40.827999,1.25,0.68,2022-06-29 20:35:50.82
14.140200,40.826000,0.94,0.86,2022-06-28 04:52:59.81
14.139800,40.826500,1.62,0.86,2022-06-28 03:50:49.14
14.141500,40.826801,1.02,0.36,2022-06-28 03:48:08.03
14.130700,40.831501,2.20,0.23,2022-06-26 19:29:52.69
14.152200,40.804298,3.68,0.09,2022-06-21 14:22:45.26
14.149000,40.823299,1.22,0.48,2022-06-21 01:31:04.7
14.144800,40.831501,1.31,0.09,2022-06-20 03:52:19.72
14.137500,40.831501,2.51,0.09,2022-06-19 01:32:01.58
14.130700,40.827202,1.33,0.09,2022-06-16 23:53:44.4
14.123700,40.837002,1.50,0.48,2022-06-16 22:24:28.17
14.125700,40.838299,2.09,0.77,2022-06-16 22:18:00.02
14.132300,40.822701,1.67,0.09,2022-06-16 07:55:21.4
14.148200,40.806499,2.24,0.09,2022-06-14 16:56:49.07
14.142200,40.802299,3.01,0.36,2022-06-14 08:43:34.09
14.109800,40.799702,3.81,0.48,2022-06-14 01:04:21.25
14.096500,40.811298,2.93,0.58,2022-06-13 22:21:44.86
14.144800,40.826199,2.30,0.36,2022-06-13 11:58:22.03
14.134300,40.829300,2.26,1.38,2022-06-12 04:34:50.64
14.134800,40.822800,1.31,0.09,2022-06-12 00:31:39.15
14.144300,40.825699,1.91,0.09,2022-06-11 22:55:23.23
14.140200,40.827499,1.23,0.36,2022-06-11 21:15:34.92
14.129000,40.826000,1.28,0.36,2022-06-11 05:28:35.08
14.128500,40.826000,1.35,0.36,2022-06-11 05:12:39.73
14.141700,40.828499,1.13,0.36,2022-06-10 22:01:03.94
14.123500,40.832199,2.41,0.23,2022-06-10 15:43:17.03
14.140200,40.826302,1.54,0.09,2022-06-07 05:42:46.13
14.140300,40.828201,1.40,0.09,2022-06-07 02:32:27.99
14.143500,40.828701,1.61,0.09,2022-06-07 02:17:08.6
14.143300,40.824001,1.30,0.09,2022-06-05 23:12:39.39
14.142000,40.837700,1.07,0.09,2022-06-05 03:27:46.67
14.124000,40.826500,1.83,0.36,2022-06-04 23:15:32.3
14.144800,40.805801,2.64,0.48,2022-06-04 22:14:04.49
14.136700,40.824699,1.72,0.09,2022-06-04 07:17:41.73
14.135500,40.821701,1.85,0.77,2022-06-04 07:11:36.98
14.139300,40.820301,1.76,0.36,2022-06-04 07:09:43.76
14.140200,40.826801,1.83,0.23,2022-06-04 07:06:58.45
14.126800,40.828201,2.44,0.58,2022-06-04 02:48:35.13
14.140000,40.825699,0.87,1.43,2022-06-03 13:10:24.03
14.136300,40.827499,1.27,0.09,2022-06-03 03:08:10.95
14.121500,40.824799,2.40,0.23,2022-06-03 02:55:34.86
14.120300,40.823700,1.59,0.48,2022-06-03 02:43:59.72
14.120300,40.822800,1.20,0.36,2022-06-02 20:42:00.01
14.128700,40.826302,1.81,1.21,2022-06-02 10:43:47.58
14.122300,40.825298,1.73,0.48,2022-06-02 08:34:28.31
14.121300,40.831799,2.41,1.48,2022-06-02 02:57:04.52
14.149000,40.817699,2.66,0.09,2022-05-30 01:11:51.08
14.149000,40.820301,2.64,0.09,2022-05-29 23:33:53.02
14.145200,40.825298,0.67,0.36,2022-05-29 18:59:09.02
14.146000,40.827202,1.41,0.23,2022-05-29 08:05:05.02
14.141300,40.825298,0.68,0.68,2022-05-28 22:23:12.03
14.140800,40.825298,0.66,0.23,2022-05-28 22:23:02.35
14.142700,40.825199,1.03,0.09,2022-05-28 18:53:56.72
14.142200,40.826500,1.04,0.23,2022-05-28 03:39:26.77
14.151700,40.827301,1.42,0.23,2022-05-27 00:06:21.32
14.118200,40.830799,1.93,0.58,2022-05-26 18:58:41.94
14.142800,40.825001,1.66,0.23,2022-05-26 18:46:56.26
14.154700,40.830700,1.22,0.36,2022-05-25 23:06:03.06
14.098200,40.805801,2.44,0.48,2022-05-25 06:37:49.8
14.136200,40.831501,1.77,0.09,2022-05-25 06:16:08.12
14.153500,40.813801,2.63,0.09,2022-05-25 01:19:42.26
14.133200,40.824799,1.36,0.58,2022-05-24 13:12:15.5
14.134000,40.824001,1.27,1.08,2022-05-24 11:31:09.66
14.134300,40.823200,1.67,0.23,2022-05-24 11:24:26.52
14.133300,40.823799,1.41,0.48,2022-05-24 09:55:50.15
14.132800,40.824299,1.44,0.48,2022-05-24 09:17:17.69
14.133800,40.823799,1.19,1.01,2022-05-24 09:04:38.29
14.135200,40.823700,1.64,0.58,2022-05-24 08:28:34.05
14.134000,40.823299,1.59,0.48,2022-05-24 01:46:10.31
14.151700,40.827499,2.22,0.94,2022-05-24 00:47:11.79
14.149000,40.824799,1.83,0.68,2022-05-24 00:07:36.33
14.143000,40.827000,2.03,0.58,2022-05-23 23:15:03.91
14.139200,40.827499,1.43,0.09,2022-05-23 23:14:41.72
14.150700,40.823002,1.88,0.48,2022-05-23 10:28:04.13
14.140200,40.825699,1.60,0.23,2022-05-22 20:59:57.38
14.141800,40.824799,1.79,0.09,2022-05-22 18:50:19.19
14.135300,40.826500,1.83,0.77,2022-05-20 20:45:20.02
14.097800,40.814301,3.28,2.03,2022-05-20 16:40:41
14.142000,40.825699,0.84,0.23,2022-05-19 22:05:27.46
14.128200,40.832802,2.31,0.36,2022-05-19 08:19:25.81
14.123300,40.833199,1.97,0.48,2022-05-19 08:15:40.91
14.144800,40.827999,1.42,0.09,2022-05-19 01:55:51.93
14.144200,40.822498,1.17,0.36,2022-05-19 01:50:23.36
14.123000,40.830299,2.18,0.58,2022-05-19 00:52:16.94
14.150500,40.824001,0.91,0.48,2022-05-18 20:46:34.71
14.136000,40.826199,1.65,0.09,2022-05-18 20:03:36.1
14.125200,40.829800,1.37,0.09,2022-05-18 07:14:03.72
14.140300,40.825500,0.73,0.23,2022-05-17 10:26:48.97
14.157200,40.820301,2.69,0.68,2022-05-17 01:56:45.17
14.152800,40.817200,2.51,0.09,2022-05-17 01:49:32.1
14.145200,40.835201,1.25,0.09,2022-05-16 01:03:33.94
14.151700,40.827999,2.26,0.58,2022-05-14 15:47:13.49
14.141700,40.839500,1.47,0.77,2022-05-14 04:29:34.88
14.140800,40.838699,1.22,1.15,2022-05-14 04:25:55.73
14.137500,40.828300,1.36,0.23,2022-05-13 21:49:55.78
14.129800,40.816502,0.94,0.23,2022-05-13 02:50:28.1
14.141300,40.826199,0.86,0.23,2022-05-13 01:44:27.87
14.127300,40.817299,0.96,0.09,2022-05-12 12:03:48.02
14.128500,40.827202,2.08,0.09,2022-05-11 18:28:11.29
14.153800,40.828201,2.50,0.36,2022-05-11 17:49:12.78
14.143800,40.827999,1.58,0.77,2022-05-11 09:32:56.65
14.143200,40.828800,2.30,0.68,2022-05-11 03:41:48.51
14.132000,40.816700,1.83,0.09,2022-05-10 15:53:08.36
14.143200,40.829201,1.64,0.36,2022-05-10 11:27:26.58
14.142200,40.830200,0.95,0.09,2022-05-10 09:06:55.42
14.129300,40.815201,0.80,0.09,2022-05-10 01:50:56.19
14.127800,40.818802,1.47,0.09,2022-05-10 01:46:47.64
14.129800,40.817501,0.76,0.09,2022-05-10 01:38:40.59
14.129700,40.815800,0.63,0.23,2022-05-10 01:38:21.46
14.143200,40.825802,0.78,0.94,2022-05-09 10:40:52.31
14.143800,40.826000,0.80,1.08,2022-05-09 10:40:25.61
14.147800,40.825199,0.76,0.23,2022-05-09 10:39:33.02
14.144000,40.825802,0.68,0.23,2022-05-09 10:39:29.37
14.143800,40.824799,0.69,0.58,2022-05-07 16:51:54.64
14.144300,40.823299,1.70,0.36,2022-05-07 16:19:44.05
14.136700,40.821701,1.22,0.86,2022-05-07 15:40:02.78
14.138000,40.821499,1.24,0.77,2022-05-07 15:39:24.87
14.139200,40.820301,1.60,0.23,2022-05-07 08:21:07.96
14.133700,40.823700,1.58,0.23,2022-05-06 18:55:25.53
14.116200,40.807499,2.98,0.23,2022-05-06 01:51:46.27
14.112300,40.807499,2.64,1.01,2022-05-06 01:45:39.32
14.114200,40.797699,2.99,1.15,2022-05-06 01:45:11.59
14.110700,40.799801,3.09,0.77,2022-05-06 01:43:37.39
14.111200,40.799000,3.48,0.09,2022-05-05 23:43:57.38
14.132500,40.826801,2.12,1.21,2022-05-04 03:17:17.86
14.146300,40.842499,1.05,0.23,2022-05-04 02:15:16.09
14.133800,40.828300,1.53,0.48,2022-05-03 23:13:14.77
14.132500,40.827202,2.22,0.23,2022-05-03 22:39:11.62
14.135200,40.834702,2.44,0.09,2022-05-02 20:11:59.12
14.108300,40.808701,3.74,1.01,2022-05-02 03:08:00.17
14.149000,40.832500,1.47,0.23,2022-05-02 00:53:22.59
14.141800,40.826000,1.10,0.23,2022-05-01 10:14:41.18
14.142300,40.825199,1.12,0.36,2022-05-01 05:08:15.95
14.141500,40.825802,0.54,0.77,2022-05-01 04:36:53.02
14.120300,40.835800,2.27,0.48,2022-05-01 00:34:57.79
14.145800,40.828499,1.47,0.68,2022-04-30 06:21:50.19
14.137200,40.829300,1.76,0.68,2022-04-29 18:14:00.71
14.136500,40.827499,1.65,0.09,2022-04-29 14:22:54.96
14.135700,40.830002,1.56,0.58,2022-04-29 14:17:52.19
14.140200,40.831501,2.47,1.27,2022-04-29 14:17:33.16
14.153300,40.824699,1.16,0.09,2022-04-28 23:48:04.87
14.128200,40.827000,1.89,0.09,2022-04-28 03:26:16.56
14.124800,40.835999,2.49,0.23,2022-04-27 22:36:20.62
14.140200,40.824799,0.68,0.09,2022-04-26 21:46:06.78
14.143300,40.821701,1.82,0.23,2022-04-26 14:18:54.38
14.142200,40.825298,1.34,0.09,2022-04-26 12:42:59.43
14.144500,40.824501,1.33,0.58,2022-04-26 09:02:27.15
14.120300,40.823700,1.37,0.36,2022-04-25 16:38:15.6
14.137500,40.823299,1.84,0.36,2022-04-24 11:02:19.59
14.144300,40.824501,0.95,0.09,2022-04-24 02:16:31.33
14.128800,40.839500,1.64,0.58,2022-04-23 03:05:30.11
14.118800,40.811298,2.44,0.68,2022-04-22 16:58:17.36
14.140700,40.826801,1.02,0.58,2022-04-22 16:31:04.12
14.132500,40.823502,1.98,0.09,2022-04-21 18:26:18.65
14.142000,40.831699,0.82,0.09,2022-04-20 15:38:39.84
14.130300,40.824699,1.92,0.68,2022-04-20 14:15:43.27
14.143000,40.824200,0.93,0.36,2022-04-20 13:34:23.65
14.135500,40.824001,1.13,0.48,2022-04-20 11:44:48.3
14.141000,40.812801,2.94,0.23,2022-04-20 09:16:20.78
14.143000,40.831299,1.38,0.23,2022-04-20 04:20:51.24
14.147500,40.832298,1.74,0.09,2022-04-20 04:11:08.48
14.145300,40.832500,1.51,0.48,2022-04-20 03:57:03.4
14.143300,40.831299,1.55,0.48,2022-04-20 03:53:54.68
14.146200,40.831501,1.62,0.09,2022-04-20 03:53:31.96
14.141800,40.831299,1.59,0.68,2022-04-20 03:52:49.04
14.146000,40.831299,1.53,0.36,2022-04-20 03:52:22.46
14.135800,40.833801,1.71,0.09,2022-04-19 16:07:25.35
14.142300,40.825199,1.46,0.23,2022-04-19 02:07:58.67
14.142200,40.828201,2.38,2.94,2022-04-19 02:05:54.3
14.141500,40.826000,0.87,0.48,2022-04-18 15:07:07.46
14.138200,40.825500,0.81,0.58,2022-04-18 13:51:04.57
14.117800,40.830799,2.41,0.23,2022-04-18 03:18:04.51
14.087500,40.824799,2.87,0.58,2022-04-18 01:36:51.49
14.116000,40.833801,1.67,0.23,2022-04-16 23:05:24.85
14.141000,40.825802,0.73,0.09,2022-04-15 14:51:38.82
14.141000,40.825699,0.81,0.23,2022-04-15 14:28:51.37
14.155800,40.812698,2.22,0.58,2022-04-15 06:54:46.56
14.151700,40.826302,1.38,0.48,2022-04-15 03:27:43.93
14.120300,40.833302,2.37,1.78,2022-04-15 03:11:43.01
14.140200,40.821800,2.19,0.09,2022-04-14 14:29:43.46
14.138200,40.805698,3.63,0.23,2022-04-14 06:59:01.88
14.174700,40.824299,3.47,0.09,2022-04-14 02:50:43.57
14.143300,40.828201,1.45,0.36,2022-04-12 09:28:12.83
14.142500,40.829800,0.99,0.09,2022-04-09 10:54:54.27
14.130000,40.821701,2.13,1.33,2022-04-08 19:28:53.03
14.133000,40.826698,1.86,0.58,2022-04-08 07:20:54.36
14.149000,40.819698,0.50,1.38,2022-04-07 22:07:49.45
14.149000,40.820801,0.50,1.27,2022-04-07 21:58:25.89
14.145500,40.819199,0.60,1.21,2022-04-07 21:57:51.75
14.143800,40.819302,0.93,0.23,2022-04-07 21:17:47.94
14.146000,40.833199,1.89,1.33,2022-04-07 17:46:05.03
14.133700,40.823700,1.66,0.48,2022-04-07 11:12:33.24
14.134800,40.823200,1.14,0.36,2022-04-07 03:13:55.19
14.137300,40.820301,1.40,0.58,2022-04-07 02:21:14.6
14.136200,40.823700,1.17,1.78,2022-04-07 00:16:15.15
14.144500,40.816799,1.02,0.36,2022-04-06 20:01:21.51
14.137700,40.814301,0.95,0.09,2022-04-06 20:00:20.32
14.138800,40.819000,2.40,0.36,2022-04-06 12:46:34.82
14.144800,40.823299,1.70,0.09,2022-04-06 02:43:24.62
14.140200,40.825500,1.10,0.86,2022-04-06 00:33:19.97
14.141000,40.823700,0.78,0.68,2022-04-05 05:21:10.08
14.137000,40.827702,1.66,0.86,2022-04-05 04:00:02.74
14.140200,40.824799,1.95,0.48,2022-04-05 03:59:49.92
14.137500,40.824001,1.27,1.58,2022-04-05 03:43:30.78
14.136500,40.824299,1.41,2.33,2022-04-05 03:37:59.18
